YEAR	STATEICP	STATENM	HO	VEP	VEPHO
2000	49	Texas	6,407,037	13,033,081	0.491598034
2000	67	Utah	770,754	1,431,668	0.538360849
2000	6	Vermont	294,308	459,174	0.640950925
2000	40	Virginia	2,739,447	5,069,265	0.540403195
2000	73	Washington	2,487,433	4,098,044	0.60698055
2000	56	West Virginia	648,124	1,390,365	0.466153852
2000	25	Wisconsin	2,598,607	3,842,044	0.676360552
2000	68	Wyoming	213,726	361,078	0.591910889
1998	0	United States	72,537,000	190,419,570	0.380932485
1998	41	Alabama	1,317,842	3,202,052	0.411561711
1998	81	Alaska	223,300	408,758	0.546289002
1998	61	Arizona	1,017,616	3,232,815	0.31477706
1998	42	Arkansas	706,011	1,882,181	0.375102607
1998	71	California	8,381,871	19,264,556	0.435092872
1998	62	Colorado	1,327,235	2,879,973	0.460849807
1998	1	Connecticut	999,537	2,340,956	0.426978123
1998	11	Delaware	180,527	540,896	0.333755472
1998	55	District of Columbia	135,501	398,318	0.340182969
1998	43	Florida	3,965,751	10,590,870	0.374449974
1998	44	Georgia	1,792,880	5,326,337	0.336606565
1998	82	Hawaii	407,556	832,172	0.489749715
1998	63	Idaho	381,248	843,914	0.451761672
1998	21	Illinois	3,394,521	8,285,614	0.409688528
1998	22	Indiana	1,588,617	4,348,730	0.365305963
1998	31	Iowa	956,415	2,112,132	0.45281971
1998	32	Kansas	727,236	1,873,438	0.388182582
1998	51	Kentucky	1,145,414	2,930,780	0.390822238
1998	45	Louisiana	969,165	3,097,660	0.312870037
1998	2	Maine	486,808	943,577	0.51591762
1998	52	Maryland	1,535,978	3,571,087	0.430114976
1998	3	Massachusetts	1,903,336	4,430,939	0.429555902
1998	23	Michigan	3,036,886	7,005,306	0.433512255
1998	33	Minnesota	2,091,766	3,378,089	0.619215776
1998	46	Mississippi	550,694	1,995,283	0.275997941
1998	34	Missouri	1,576,857	3,978,146	0.396379871
1998	64	Montana	331,551	653,998	0.506960266
1998	35	Nebraska	545,238	1,197,953	0.455141395
1998	65	Nevada	435,790	1,233,386	0.353328155
1998	4	New Hampshire	318,940	878,508	0.363047348
1998	12	New Jersey	1,813,094	5,505,229	0.329340342
1998	66	New Mexico	498,703	1,199,320	0.415821465
1998	13	New York	4,735,236	12,263,356	0.386128887
1998	47	North Carolina	2,012,143	5,624,292	0.357759341
1998	36	North Dakota	213,358	475,629	0.448580722
1998	24	Ohio	3,404,351	8,237,516	0.413273977
1998	53	Oklahoma	873,585	2,415,036	0.361727527
1998	72	Oregon	1,117,747	2,370,381	0.471547401
1998	14	Pennsylvania	3,025,152	9,075,961	0.333314786
1998	5	Rhode Island	306,445	723,772	0.42339991
1998	48	South Carolina	1,077,135	2,825,173	0.381263377
1998	37	South Dakota	262,111	534,711	0.490191898
1998	54	Tennessee	976,236	4,092,745	0.23852842
1998	49	Texas	3,738,078	12,490,423	0.299275533
1998	67	Utah	494,909	1,381,989	0.35811356
1998	6	Vermont	218,120	444,772	0.490408569
1998	40	Virginia	1,148,861	4,900,523	0.234436406
1998	73	Washington	1,902,482	3,930,400	0.484042846
1998	56	West Virginia	351,277	1,388,176	0.253049325
1998	25	Wisconsin	1,760,836	3,801,514	0.463193349
1998	68	Wyoming	174,888	350,136	0.499485914
1996	0	United States	96,262,935	186,347,044	0.516578814
1996	41	Alabama	1,534,349	3,144,249	0.487985843
1996	81	Alaska	241,620	404,180	0.597802959
1996	61	Arizona	1,404,405	3,079,908	0.45598927
1996	42	Arkansas	884,262	1,844,689	0.479355599
1996	71	California	10,019,484	18,644,593	0.537393549
1996	62	Colorado	1,510,704	2,770,252	0.545330894
1996	1	Connecticut	1,392,614	2,337,160	0.595857365
1996	11	Delaware	270,810	528,630	0.512286476
1996	55	District of Columbia	185,726	398,839	0.465666597
1996	43	Florida	5,300,927	10,219,294	0.518717536
1996	44	Georgia	2,298,899	5,181,708	0.443656609
1996	82	Hawaii	360,120	820,055	0.439141277
1996	63	Idaho	489,481	825,329	0.593073792
1996	21	Illinois	4,311,391	8,215,662	0.524777066
1996	22	Indiana	2,135,431	4,302,745	0.49629504
1996	31	Iowa	1,234,075	2,098,332	0.588121899
1996	32	Kansas	1,063,452	1,856,507	0.572824126
1996	51	Kentucky	1,388,707	2,880,808	0.482054687
1996	45	Louisiana	1,783,959	3,087,693	0.57776437
1996	2	Maine	605,897	929,970	0.651523167
1996	52	Maryland	1,780,870	3,530,148	0.5044746
1996	3	Massachusetts	2,559,180	4,385,268	0.583585769
1996	23	Michigan	3,848,844	6,954,059	0.553467263
1996	33	Minnesota	2,192,640	3,319,509	0.660531422
1996	46	Mississippi	893,857	1,949,309	0.458550697
1996	34	Missouri	2,158,065	3,919,885	0.550542937
1996	64	Montana	407,083	645,052	0.631085556
1996	35	Nebraska	677,415	1,188,034	0.570198328
1996	65	Nevada	464,279	1,134,065	0.409393641
1996	4	New Hampshire	499,053	855,287	0.583491857
1996	12	New Jersey	3,075,860	5,456,334	0.563722822
1996	66	New Mexico	556,074	1,172,262	0.474359827
1996	13	New York	6,316,129	12,175,850	0.518742347
1996	47	North Carolina	2,515,807	5,435,970	0.462807374
1996	36	North Dakota	266,411	475,898	0.559806933
1996	24	Ohio	4,534,434	8,185,999	0.55392555
1996	53	Oklahoma	1,206,713	2,368,311	0.50952472
1996	72	Oregon	1,377,760	2,309,051	0.596678029
1996	14	Pennsylvania	4,506,118	9,063,470	0.497173599
1996	5	Rhode Island	390,247	717,041	0.544246424
1996	48	South Carolina	1,151,422	2,731,064	0.421601984
1996	37	South Dakota	323,826	529,793	0.611231179
1996	54	Tennessee	1,894,105	3,984,092	0.475416983
1996	49	Texas	5,611,644	12,072,149	0.464842175
1996	67	Utah	665,629	1,326,919	0.501634991
1996	6	Vermont	258,449	435,687	0.593198787
1996	40	Virginia	2,416,642	4,811,632	0.502249964
1996	73	Washington	2,253,867	3,829,308	0.588583368
1996	56	West Virginia	636,459	1,386,621	0.458999972
1996	25	Wisconsin	2,196,169	3,763,240	0.583584624
1996	68	Wyoming	211,571	345,112	0.613050256
1994	0	United States	75,105,860	182,623,348	0.411260996
1994	41	Alabama	1,201,969	3,095,745	0.38826486
1994	81	Alaska	213,404	399,435	0.534264649
1994	61	Arizona	1,129,607	2,892,171	0.39057407
1994	42	Arkansas	716,840	1,801,161	0.397987742
1994	71	California	8,658,881	18,479,124	0.468576378
1994	62	Colorado	1,116,307	2,648,684	0.421457222
1994	1	Connecticut	1,147,084	2,335,579	0.491134746
1994	11	Delaware	199,029	512,941	0.388015386
1994	55	District of Columbia	183,649	411,886	0.445873373
1994	43	Florida	4,206,659	9,810,247	0.428802557
1994	44	Georgia	1,545,328	4,978,431	0.310404623
1994	82	Hawaii	369,013	808,904	0.456188868
1994	63	Idaho	413,346	784,076	0.527175937
1994	21	Illinois	3,106,566	8,175,312	0.379993571
1994	22	Indiana	1,543,568	4,235,008	0.364478178
1994	31	Iowa	997,248	2,077,709	0.479974818
1994	32	Kansas	820,846	1,837,694	0.446671753
1994	51	Kentucky	784,299	2,829,881	0.27714911
1994	45	Louisiana	826,837	3,038,660	0.272105797
1994	2	Maine	511,733	918,204	0.557319506
1994	52	Maryland	1,410,299	3,480,270	0.405226893
1994	3	Massachusetts	2,179,945	4,353,287	0.500758392
1994	23	Michigan	3,089,077	6,856,388	0.450539993
1994	33	Minnesota	1,772,929	3,253,779	0.544883042
1994	46	Mississippi	608,085	1,903,794	0.319406932
1994	34	Missouri	1,775,116	3,858,946	0.460000218
1994	64	Montana	350,387	622,246	0.563100446
1994	35	Nebraska	579,561	1,164,502	0.49769
1994	65	Nevada	380,530	1,032,456	0.368567765
1994	4	New Hampshire	311,882	829,590	0.375947155
1994	12	New Jersey	2,054,887	5,392,423	0.381069326
1994	66	New Mexico	467,621	1,128,243	0.414468337
1994	13	New York	5,203,762	12,192,316	0.426806687
1994	47	North Carolina	1,588,190	5,244,552	0.302826628
1994	36	North Dakota	236,547	468,989	0.504376435
1994	24	Ohio	3,436,884	8,132,122	0.422630649
1994	53	Oklahoma	995,012	2,327,519	0.427498981
1994	72	Oregon	1,221,010	2,229,242	0.547724294
1994	14	Pennsylvania	3,585,526	9,043,585	0.396471753
1994	5	Rhode Island	361,377	716,002	0.504715071
1994	48	South Carolina	934,886	2,663,830	0.350955579
1994	37	South Dakota	311,613	518,815	0.6006245
1994	54	Tennessee	1,487,130	3,850,228	0.386244659
1994	49	Texas	4,396,242	11,719,888	0.375109557
1994	67	Utah	517,790	1,248,726	0.414654616
1994	6	Vermont	211,449	426,953	0.495251234
1994	40	Virginia	2,057,463	4,718,968	0.435998506
1994	73	Washington	1,700,173	3,715,174	0.457629441
1994	56	West Virginia	420,936	1,379,339	0.30517226
1994	25	Wisconsin	1,565,628	3,692,668	0.423982876
1994	68	Wyoming	201,710	337,032	0.598489164
1992	0	United States	104,405,155	179,655,523	0.581140804
1992	41	Alabama	1,688,060	3,030,549	0.557014587
1992	81	Alaska	258,506	389,898	0.6630093
1992	61	Arizona	1,486,975	2,671,933	0.556516574
1992	42	Arkansas	950,653	1,751,083	0.542894312
1992	71	California	11,131,721	18,460,157	0.603013344
1992	62	Colorado	1,569,180	2,494,998	0.628930364
1992	1	Connecticut	1,616,332	2,356,937	0.685776497
1992	11	Delaware	289,735	499,266	0.580321913
1992	55	District of Columbia	227,572	427,102	0.532828224
1992	43	Florida	5,314,392	9,506,230	0.55904307
1992	44	Georgia	2,311,253	4,766,958	0.484848618
1992	82	Hawaii	372,842	795,148	0.468896356
1992	63	Idaho	482,142	734,855	0.656104946
1992	21	Illinois	5,050,157	8,113,900	0.62240809
1992	22	Indiana	2,305,871	4,162,678	0.553939315
1992	31	Iowa	1,354,607	2,057,690	0.658314421
1992	32	Kansas	1,157,335	1,810,750	0.639146762
1992	51	Kentucky	1,492,900	2,772,600	0.538447666
1992	45	Louisiana	1,790,017	2,997,301	0.597209623
1992	2	Maine	679,499	915,082	0.742555312
1992	52	Maryland	1,985,046	3,440,015	0.57704574
1992	3	Massachusetts	2,773,700	4,346,897	0.638087353
1992	23	Michigan	4,274,673	6,786,593	0.629870246
1992	33	Minnesota	2,347,948	3,187,255	0.73666776
1992	46	Mississippi	981,793	1,854,797	0.52932639
1992	34	Missouri	2,391,565	3,792,675	0.630574726
1992	64	Montana	410,611	593,345	0.692027404
1992	35	Nebraska	737,546	1,149,525	0.64160936
1992	65	Nevada	506,318	940,066	0.538598354
1992	4	New Hampshire	537,943	814,160	0.660733762
1992	12	New Jersey	3,343,594	5,398,559	0.619349349
1992	66	New Mexico	569,986	1,073,421	0.530999487
1992	13	New York	6,926,925	12,227,775	0.566491042
1992	47	North Carolina	2,611,850	5,077,494	0.514397457
1992	36	North Dakota	308,133	462,631	0.666044861
1992	24	Ohio	4,939,967	8,063,595	0.612625882
1992	53	Oklahoma	1,390,359	2,293,931	0.606103235
1992	72	Oregon	1,462,643	2,144,867	0.681927131
1992	14	Pennsylvania	4,949,810	9,010,940	0.549311171
1992	5	Rhode Island	453,471	721,593	0.628430431
1992	48	South Carolina	1,202,527	2,610,725	0.460610367
1992	37	South Dakota	336,254	503,759	0.667489812
1992	54	Tennessee	1,982,638	3,726,024	0.532105537
1992	49	Texas	6,154,018	11,356,487	0.541894514
1992	67	Utah	743,999	1,162,363	0.640074572
1992	6	Vermont	289,701	419,810	0.690076463
1992	40	Virginia	2,558,665	4,622,125	0.553568975
1992	73	Washington	2,288,230	3,575,852	0.639911831
1992	56	West Virginia	683,762	1,365,368	0.500789531
1992	25	Wisconsin	2,531,114	3,619,273	0.699343211
1992	68	Wyoming	200,617	324,253	0.618705147
1990	0	United States	67,859,189	176,629,259	0.384189966
1990	41	Alabama	1,215,889	2,956,385	0.411275595
1990	81	Alaska	194,750	364,419	0.534412311
1990	61	Arizona	1,055,406	2,523,614	0.418212135
1990	42	Arkansas	696,209	1,710,799	0.406949618
1990	71	California	7,699,420	18,156,500	0.424058602
1990	62	Colorado	1,022,027	2,366,650	0.431845436
1990	1	Connecticut	1,141,101	2,383,795	0.478690911
1990	11	Delaware	180,152	486,760	0.370104364
1990	55	District of Columbia	169,066	441,742	0.382725663
1990	43	Florida	3,530,871	9,145,312	0.386085352
1990	44	Georgia	1,449,652	4,588,953	0.315900381
1990	82	Hawaii	349,666	770,836	0.453619187
1990	63	Idaho	320,610	690,154	0.464548492
1990	21	Illinois	3,257,410	8,029,525	0.405679041
1990	22	Indiana	1,502,687	4,080,236	0.368284335
1990	31	Iowa	983,933	2,030,935	0.484472915
1990	32	Kansas	786,096	1,783,412	0.440782051
1990	51	Kentucky	916,010	2,722,356	0.336476934
1990	45	Louisiana	1,396,113	2,959,148	0.471795598
1990	2	Maine	522,181	910,982	0.573206715
1990	52	Maryland	1,111,088	3,397,126	0.327067056
1990	3	Massachusetts	2,341,990	4,384,671	0.534131295
1990	23	Michigan	2,564,563	6,693,069	0.383166975
1990	33	Minnesota	1,806,777	3,136,830	0.575988179
1990	46	Mississippi	368,502	1,824,156	0.202012328
1990	34	Missouri	1,352,552	3,740,308	0.36161514
1990	64	Montana	319,336	573,045	0.557261646
1990	35	Nebraska	593,828	1,131,746	0.524700772
1990	65	Nevada	320,743	858,018	0.373818498
1990	4	New Hampshire	294,819	814,549	0.361941393
1990	12	New Jersey	1,938,454	5,429,251	0.357038936
1990	66	New Mexico	411,236	1,026,902	0.400462751
1990	13	New York	4,056,896	12,271,903	0.330584099
1990	47	North Carolina	2,069,585	4,938,968	0.419031871
1990	36	North Dakota	233,973	461,711	0.506752059
1990	24	Ohio	3,477,650	7,975,680	0.436031787
1990	53	Oklahoma	911,314	2,251,719	0.404719239
1990	72	Oregon	1,112,847	2,057,833	0.540785866
1990	14	Pennsylvania	3,052,760	8,962,083	0.340630632
1990	5	Rhode Island	364,052	725,084	0.502082517
1990	48	South Carolina	760,965	2,537,384	0.299901395
1990	37	South Dakota	258,976	494,849	0.523343485
1990	54	Tennessee	790,441	3,624,940	0.218056299
1990	49	Texas	3,892,746	11,034,190	0.352789466
1990	67	Utah	442,213	1,086,050	0.407175544
1990	6	Vermont	211,422	415,564	0.50875918
1990	40	Virginia	1,152,854	4,512,504	0.255479884
1990	73	Washington	1,313,217	3,421,256	0.383840613
1990	56	West Virginia	404,305	1,347,723	0.29999117
1990	25	Wisconsin	1,379,727	3,541,548	0.38958303
1990	68	Wyoming	160,109	312,961	0.511594096
1988	0	United States	91,594,691	173,579,281	0.527682166
1988	41	Alabama	1,378,476	2,901,744	0.475050866
1988	81	Alaska	200,116	355,023	0.563670523
1988	61	Arizona	1,171,873	2,454,254	0.477486438
1988	42	Arkansas	827,738	1,689,491	0.489933359
1988	71	California	9,887,065	17,738,700	0.557372581
1988	62	Colorado	1,372,394	2,327,768	0.589575078
1988	1	Connecticut	1,443,394	2,379,699	0.606544777
1988	11	Delaware	249,891	472,441	0.528935888
1988	55	District of Columbia	192,877	453,636	0.4251801
1988	43	Florida	4,302,313	8,777,510	0.490151877
1988	44	Georgia	1,809,672	4,459,739	0.4057798
1988	82	Hawaii	354,461	739,890	0.479072565
1988	63	Idaho	408,968	667,345	0.612828447
1988	21	Illinois	4,559,120	7,950,848	0.57341305
1988	22	Indiana	2,168,621	3,996,319	0.542654628
1988	31	Iowa	1,225,614	2,021,793	0.606201525
1988	32	Kansas	993,044	1,774,451	0.559634501
1988	51	Kentucky	1,322,517	2,680,364	0.493409477
1988	45	Louisiana	1,628,202	2,941,023	0.553617568
1988	2	Maine	555,035	888,612	0.624608941
1988	52	Maryland	1,714,358	3,325,582	0.515506158
1988	3	Massachusetts	2,632,801	4,385,728	0.600311054
1988	23	Michigan	3,669,163	6,608,812	0.555192522
1988	33	Minnesota	2,096,790	3,087,194	0.679189581
1988	46	Mississippi	931,527	1,792,847	0.519579752
1988	34	Missouri	2,093,713	3,696,905	0.566342116
1988	64	Montana	365,674	568,014	0.643776386
1988	35	Nebraska	661,465	1,125,252	0.587837213
1988	65	Nevada	350,067	768,131	0.45573867
1988	4	New Hampshire	451,074	800,468	0.563512845
1988	12	New Jersey	3,099,553	5,435,008	0.570294101
1988	66	New Mexico	521,287	1,002,876	0.519792078
1988	13	New York	6,485,683	12,300,666	0.527262751
1988	47	North Carolina	2,134,370	4,794,041	0.44521313
1988	36	North Dakota	297,261	466,684	0.636964198
1988	24	Ohio	4,393,585	7,869,099	0.558333934
1988	53	Oklahoma	1,171,036	2,245,785	0.52143727
1988	72	Oregon	1,201,694	1,982,355	0.606195157
1988	14	Pennsylvania	4,536,251	8,892,826	0.5101023
1988	5	Rhode Island	404,620	721,773	0.560591765
1988	48	South Carolina	986,009	2,453,644	0.401854955
1988	37	South Dakota	312,991	494,034	0.633541416
1988	54	Tennessee	1,636,250	3,551,452	0.460727049
1988	49	Texas	5,427,410	10,833,436	0.500986944
1988	67	Utah	647,008	1,043,170	0.62023256
1988	6	Vermont	243,328	404,795	0.601114144
1988	40	Virginia	2,191,609	4,396,900	0.498444131
1988	73	Washington	1,865,253	3,282,173	0.568298198
1988	56	West Virginia	653,311	1,347,692	0.484762839
1988	25	Wisconsin	2,191,608	3,489,742	0.628014335
1988	68	Wyoming	176,551	315,073	0.560349506
1986	0	United States	64,991,128	170,396,029	0.381412222
1986	41	Alabama	1,236,230	2,869,652	0.430794396
1986	81	Alaska	180,801	351,841	0.513871323
1986	61	Arizona	866,984	2,319,046	0.373853731
1986	42	Arkansas	695,487	1,681,564	0.41359532
1986	71	California	7,443,551	17,166,275	0.433614806
1986	62	Colorado	1,060,765	2,309,652	0.459274817
1986	1	Connecticut	993,692	2,344,327	0.423870902
1986	11	Delaware	160,757	455,609	0.352839825
1986	55	District of Columbia	131,802	465,993	0.282841159
1986	43	Florida	3,429,996	8,384,015	0.409111386
1986	44	Georgia	1,224,948	4,300,049	0.284868382
1986	82	Hawaii	334,115	715,459	0.466993916
1986	63	Idaho	387,426	663,126	0.584241909
1986	21	Illinois	3,144,185	7,912,733	0.397357651
1986	22	Indiana	1,555,505	3,943,714	0.394426421
1986	31	Iowa	910,623	2,020,678	0.450652207
1986	32	Kansas	840,605	1,757,001	0.478431714
1986	51	Kentucky	677,280	2,661,218	0.254500007
1986	45	Louisiana	1,369,897	3,014,498	0.454436195
1986	2	Maine	426,861	858,200	0.497391051
1986	52	Maryland	1,112,637	3,216,833	0.345879628
1986	3	Massachusetts	1,684,079	4,326,264	0.389268662
1986	23	Michigan	2,396,564	6,520,661	0.367533905
1986	33	Minnesota	1,415,989	3,024,070	0.468239492
1986	46	Mississippi	523,563	1,782,721	0.293687571
1986	34	Missouri	1,477,327	3,655,213	0.40416988
1986	64	Montana	317,862	572,113	0.555593038
1986	35	Nebraska	564,422	1,123,099	0.502557655
1986	65	Nevada	261,932	700,192	0.374085965
1986	4	New Hampshire	250,966	760,526	0.329990033
1986	12	New Jersey	1,553,544	5,396,487	0.287880616
1986	66	New Mexico	394,833	987,220	0.399944288
1986	13	New York	4,293,971	12,263,480	0.350142945
1986	47	North Carolina	1,591,330	4,653,016	0.341999684
1986	36	North Dakota	289,013	473,962	0.609780953
1986	24	Ohio	3,121,189	7,781,083	0.401125268
1986	53	Oklahoma	909,925	2,290,182	0.397315585
1986	72	Oregon	1,059,630	1,928,782	0.549377794
1986	14	Pennsylvania	3,388,275	8,820,459	0.384138172
1986	5	Rhode Island	305,663	711,034	0.429885209
1986	48	South Carolina	753,751	2,393,329	0.314938314
1986	37	South Dakota	295,830	492,333	0.600873799
1986	54	Tennessee	1,210,339	3,478,867	0.347911835
1986	49	Texas	3,442,368	10,786,533	0.319135722
1986	67	Utah	435,111	1,024,337	0.424773292
1986	6	Vermont	196,716	389,843	0.504603135
1986	40	Virginia	1,233,611	4,240,797	0.290891311
1986	73	Washington	1,337,367	3,151,152	0.424405741
1986	56	West Virginia	410,131	1,370,305	0.299299061
1986	25	Wisconsin	1,526,960	3,432,034	0.444914007
1986	68	Wyoming	164,720	328,971	0.500712829
1984	0	United States	92,652,680	167,701,904	0.552484365
1984	41	Alabama	1,441,713	2,831,099	0.509241464
1984	81	Alaska	207,605	343,030	0.605209457
1984	61	Arizona	1,025,897	2,151,391	0.476852883
1984	42	Arkansas	884,406	1,668,136	0.530176197
1984	71	California	9,505,423	16,618,345	0.571983732
1984	62	Colorado	1,295,380	2,267,668	0.571238823
1984	1	Connecticut	1,466,900	2,300,533	0.637634844
1984	11	Delaware	254,572	442,354	0.575493835
1984	55	District of Columbia	211,288	471,669	0.447958208
1984	43	Florida	4,180,051	7,976,805	0.524025722
1984	44	Georgia	1,776,120	4,119,852	0.431112574
1984	82	Hawaii	335,846	694,187	0.483797593
1984	63	Idaho	411,144	662,771	0.620340962
1984	21	Illinois	4,819,088	7,922,605	0.608270638
1984	22	Indiana	2,233,069	3,916,362	0.57018963
1984	31	Iowa	1,319,805	2,057,482	0.641466122
1984	32	Kansas	1,021,991	1,751,223	0.583587013
1984	51	Kentucky	1,369,345	2,643,027	0.518097242
1984	45	Louisiana	1,706,822	3,019,930	0.565185948
1984	2	Maine	553,144	840,251	0.658308053
1984	52	Maryland	1,675,873	3,113,967	0.538179435
1984	3	Massachusetts	2,559,453	4,273,437	0.59892143
1984	23	Michigan	3,801,658	6,407,156	0.593345628
1984	33	Minnesota	2,084,449	2,982,015	0.69900688
1984	46	Mississippi	941,104	1,766,654	0.532704197
1984	34	Missouri	2,122,783	3,617,948	0.586736736
1984	64	Montana	384,377	578,925	0.663949562
1984	35	Nebraska	652,090	1,135,012	0.57452256
1984	65	Nevada	286,667	656,862	0.436418913
1984	4	New Hampshire	388,904	718,967	0.540920515
1984	12	New Jersey	3,217,862	5,318,696	0.605009574
1984	66	New Mexico	514,370	956,246	0.537905518
1984	13	New York	6,806,810	12,232,120	0.556470179
1984	47	North Carolina	2,175,361	4,512,013	0.482126492
1984	36	North Dakota	308,971	482,655	0.640148761
1984	24	Ohio	4,547,619	7,732,456	0.588120902
1984	53	Oklahoma	1,255,676	2,324,445	0.540204651
1984	72	Oregon	1,226,527	1,906,880	0.643211424
1984	14	Pennsylvania	4,844,903	8,790,815	0.551132404
1984	5	Rhode Island	410,492	697,537	0.588487779
1984	48	South Carolina	968,529	2,329,080	0.415841877
1984	37	South Dakota	317,867	494,651	0.642608627
1984	54	Tennessee	1,711,994	3,415,760	0.501204417
1984	49	Texas	5,397,571	10,582,774	0.510033664
1984	67	Utah	629,656	998,820	0.630399872
1984	6	Vermont	234,561	381,479	0.61487264
1984	40	Virginia	2,146,635	4,100,160	0.523549081
1984	73	Washington	1,883,910	3,072,714	0.613109453
1984	56	West Virginia	735,742	1,391,427	0.528767948
1984	25	Wisconsin	2,211,689	3,409,202	0.648740966
1984	68	Wyoming	188,968	338,733	0.557867111
1982	0	United States (Excl. Louisiana)	67,615,576	160,466,919	0.421367696
1982	41	Alabama	1,128,725	2,780,689	0.405915584
1982	81	Alaska	194,885	307,558	0.633652839
1982	61	Arizona	726,364	2,017,098	0.360103475
1982	42	Arkansas	789,351	1,639,482	0.481463657
1982	71	California	7,876,698	16,161,555	0.487372533
1982	62	Colorado	956,021	2,196,263	0.435294407
1982	1	Connecticut	1,084,156	2,253,328	0.481135458
1982	11	Delaware	190,960	430,257	0.443827759
1982	55	District of Columbia	117,623	470,719	0.24987944
1982	43	Florida	2,688,566	7,565,499	0.355371933
1982	44	Georgia	1,169,041	3,945,107	0.296326817
1982	82	Hawaii	311,853	671,172	0.464639466
1982	63	Idaho	326,522	650,534	0.501929184
1982	21	Illinois	3,673,681	7,908,220	0.464539555
1982	22	Indiana	1,817,287	3,879,314	0.468455763
1982	31	Iowa	1,038,229	2,068,844	0.501840158
1982	32	Kansas	763,263	1,736,298	0.439592167
1982	51	Kentucky	700,322	2,615,445	0.267763994
1982	45	Louisiana		2,982,702	0
1982	2	Maine	460,295	817,814	0.562835804
1982	52	Maryland	1,139,149	3,034,834	0.375357927
1982	3	Massachusetts	2,050,769	4,184,146	0.490128452
1982	23	Michigan	3,040,008	6,357,552	0.478172731
1982	33	Minnesota	1,804,675	2,943,169	0.613174099
1982	46	Mississippi	645,026	1,743,267	0.370009872
1982	34	Missouri	1,543,521	3,567,803	0.432625064
1982	64	Montana	321,062	569,629	0.563633523
1982	35	Nebraska	547,902	1,128,918	0.485333744
1982	65	Nevada	240,394	621,060	0.387070492
1982	4	New Hampshire	282,588	686,264	0.411777392
1982	12	New Jersey	2,193,945	5,224,732	0.419915318
1982	66	New Mexico	407,466	919,311	0.443229767
1982	13	New York	5,254,891	12,118,685	0.433618912
1982	47	North Carolina	1,321,080	4,347,870	0.303845331
1982	36	North Dakota	262,465	476,851	0.550413022
1982	24	Ohio	3,395,463	7,692,059	0.441424461
1982	53	Oklahoma	883,130	2,302,670	0.383524343
1982	72	Oregon	1,042,009	1,895,706	0.549668039
1982	14	Pennsylvania	3,683,985	8,749,931	0.421030177
1982	5	Rhode Island	342,779	684,977	0.500424102
1982	48	South Carolina	671,625	2,260,577	0.29710335
1982	37	South Dakota	278,562	489,474	0.569104794
1982	54	Tennessee	1,259,785	3,357,236	0.375244695
1982	49	Texas	3,191,091	10,228,820	0.311970589
1982	67	Utah	530,802	962,724	0.551354282
1982	6	Vermont	169,251	372,982	0.45377793
1982	40	Virginia	1,415,622	3,960,296	0.357453584
1982	73	Washington	1,368,476	2,999,997	0.456159123
1982	56	West Virginia	565,314	1,399,303	0.403996847
1982	25	Wisconsin	1,580,344	3,372,875	0.468545084
1982	68	Wyoming	168,555	344,218	0.489675148
1980	0	United States	86,515,221	159,635,102	0.541956123
1980	41	Alabama	1,341,929	2,726,249	0.492225398
1980	81	Alaska	158,445	270,122	0.586568291
1980	61	Arizona	873,945	1,890,167	0.462363908
1980	42	Arkansas	837,582	1,610,104	0.520203664
1980	71	California	8,587,063	15,610,966	0.550066088
1980	62	Colorado	1,184,415	2,071,959	0.571640172
1980	1	Connecticut	1,406,285	2,201,356	0.638826705
1980	11	Delaware	235,900	421,344	0.559875066
1980	55	District of Columbia	175,237	470,956	0.372087838
1980	43	Florida	3,686,930	7,088,658	0.520116784
1980	44	Georgia	1,596,695	3,791,652	0.421108003
1980	82	Hawaii	303,287	646,583	0.469061203
1980	63	Idaho	437,431	633,624	0.690363686
1980	21	Illinois	4,749,721	7,868,300	0.603652759
1980	22	Indiana	2,242,033	3,846,321	0.582903247
1980	31	Iowa	1,317,661	2,070,935	0.636263813
1980	32	Kansas	979,795	1,704,420	0.574855376
1980	51	Kentucky	1,294,627	2,562,572	0.505206098
1980	45	Louisiana	1,548,591	2,868,792	0.539805953
1980	2	Maine	523,011	799,746	0.653971386
1980	52	Maryland	1,540,496	2,964,704	0.519612076
1980	3	Massachusetts	2,524,298	4,110,721	0.614076703
1980	23	Michigan	3,909,725	6,374,955	0.613294525
1980	33	Minnesota	2,051,980	2,882,406	0.711898324
1980	46	Mississippi	892,620	1,704,163	0.523787924
1980	34	Missouri	2,099,824	3,529,489	0.594937114
1980	64	Montana	363,952	554,636	0.656199742
1980	35	Nebraska	640,854	1,115,142	0.574683762
1980	65	Nevada	247,885	573,118	0.432520005
1980	4	New Hampshire	383,990	660,560	0.581309798
1980	12	New Jersey	2,975,684	5,123,773	0.580760311
1980	66	New Mexico	456,971	873,515	0.523140415
1980	13	New York	6,201,959	12,006,100	0.516567328
1980	47	North Carolina	1,855,833	4,203,817	0.441463794
1980	36	North Dakota	301,545	462,223	0.652379912
1980	24	Ohio	4,283,603	7,637,813	0.560841566
1980	53	Oklahoma	1,149,708	2,162,051	0.531767289
1980	72	Oregon	1,181,516	1,880,863	0.628177597
1980	14	Pennsylvania	4,561,501	8,664,166	0.526478948
1980	5	Rhode Island	416,072	675,067	0.616341785
1980	48	South Carolina	894,071	2,176,721	0.410742121
1980	37	South Dakota	327,703	484,328	0.676613782
